id,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
1400000US36093020101,"Census Tract 201.01, Schenectady County, New York",923,122,2.7,3.2,2.4,2.7,5,3.4,7.3,4.8,13.7,6.2,21.5,7.4,14.8,5.8,23,7.9,8.6,4.3,1.2,1.9,64896,26263,80007,9140,20,(X),(X),(X),(X),(X),412,88,0.7,2,0,7.6,8.3,7,3.2,4.6,8.5,6.5,10,8.1,19.4,10.2,33.3,13.8,16.7,7.6,0,7.6,100000,12471,96213,11384,(X),(X),11.9,(X),(X),(X),301,78,1,2.7,0,10.2,3.3,4.8,0,10.2,8.6,7.5,7.3,7,14.6,11.2,42.2,15.2,22.9,10.7,0,10.2,104261,20347,N,N,(X),(X),(X),(X),(X),(X),511,118,4.9,5.7,4.3,4.8,4.9,4.7,10.6,7.7,14.7,8.7,30.7,11.9,11.2,6.3,14.7,9.3,2,3.6,2.2,3.4,53423,2598,66134,12925,(X),(X),(X),(X),26.6,(X)
1400000US36093020102,"Census Tract 201.02, Schenectady County, New York",914,144,7.9,6.9,13.1,9.8,19,9.3,7.3,6.1,13.7,8,13.1,6.4,8.8,6.5,9.1,5.6,6,6.3,2,2.3,38561,19670,54428,13262,28.2,(X),(X),(X),(X),(X),481,142,15,12.2,1.2,1.9,13.7,10.4,11.4,9.6,10.2,7.3,8.1,5.9,12.5,10.1,12.7,8.4,11.4,10.7,3.7,4.4,48958,31353,68188,18146,(X),(X),17.7,(X),(X),(X),248,112,0,12.3,0,12.3,3.6,6.8,4,6.1,7.3,8.2,15.7,11.7,24.2,17.6,15.7,12.1,22.2,17.2,7.3,8.6,87273,28025,N,N,(X),(X),(X),(X),(X),(X),433,150,0,7.2,26.3,19.4,27,16.5,5.1,7.8,19.9,14.8,14.3,11.5,4.6,5.3,2.8,4.9,0,7.2,0,7.2,23490,19118,34598,9188,(X),(X),(X),(X),37.4,(X)
1400000US36093020200,"Census Tract 202, Schenectady County, New York",846,143,8.9,5.8,8.6,6.3,15,8.4,19.6,11.5,8.4,4.7,22.5,12.8,4.4,4.1,10.6,7,1.3,1.9,0.7,1.1,32955,10160,47443,8407,51.9,(X),(X),(X),(X),(X),413,98,9.4,8.9,1.9,2.9,17.7,11.6,13.6,12.4,16.2,10.4,16.9,14,7.3,7.3,12.8,9.4,2.7,4,1.5,2.4,37118,17698,56560,13562,(X),(X),43.8,(X),(X),(X),277,83,11.2,11.9,2.9,4.2,5.8,8.8,18.1,18.1,15.9,11.9,18.4,16.9,10.8,11.5,13,10,4,6.1,0,11.1,-,**,N,N,(X),(X),(X),(X),(X),(X),433,140,8.3,7.1,15,12.8,12.5,10.6,25.4,18.7,3.5,4.2,25.2,19.9,1.6,2.6,8.5,10.1,0,7.2,0,7.2,30046,9679,38065,9811,(X),(X),(X),(X),59.6,(X)
1400000US36093020300,"Census Tract 203, Schenectady County, New York",450,76,12.4,7.2,18,12.3,10,7.7,9.8,6.2,16.7,7.6,17.3,10.9,8.7,6.3,5.8,4.2,1.3,1.9,0,7,34750,12988,41983,7914,32.9,(X),(X),(X),(X),(X),128,58,10.9,11.6,5.5,7.6,22.7,22.7,0,22.2,26.6,23.2,21.1,18.1,8.6,13.3,0,22.2,4.7,6.7,0,22.2,39167,14546,44068,13341,(X),(X),50,(X),(X),(X),41,28,0,46.3,0,46.3,0,46.3,0,46.3,31.7,34.1,26.8,32.4,26.8,33.1,0,46.3,14.6,19.2,0,46.3,68542,30147,N,N,(X),(X),(X),(X),(X),(X),322,79,13,8.7,23,15.5,5,3.9,13.7,8.6,19.3,10.4,16.1,11.9,1.9,3,8.1,5.9,0,9.6,0,9.6,31364,13366,38370,9034,(X),(X),(X),(X),26.1,(X)
1400000US36093020500,"Census Tract 205, Schenectady County, New York",1806,183,3.3,2.5,1.1,1.5,7.4,3.3,5.1,2.5,12.5,5.1,21.7,5,17.3,5.4,18.2,4.9,9,3.9,4.4,2.5,72237,9159,85752,7357,31,(X),(X),(X),(X),(X),1151,138,2.7,3,1.5,2.3,1.2,1.8,4.7,3.2,14.9,6.5,19,6.3,19.2,7.8,20.5,6.9,9.8,4.9,6.5,3.8,83393,11129,95384,10023,(X),(X),32.1,(X),(X),(X),842,118,0,3.8,0,3.8,0,3.8,3.4,3.3,10.7,5.8,19.2,7.7,20.5,9.1,23.8,8.7,13.4,6.5,8.9,5.3,94524,12859,N,N,(X),(X),(X),(X),(X),(X),655,162,6.1,4.6,0.5,0.9,18.2,8,7.2,5.2,14.2,7,22.4,8.6,13.9,6.3,11.1,5.8,5.6,5.2,0.8,1.2,55987,12129,61809,8027,(X),(X),(X),(X),26,(X)
1400000US36093020600,"Census Tract 206, Schenectady County, New York",1109,150,3.2,2.8,0,2.9,5.6,3.7,7.5,4.8,11,5.2,16.1,7.2,12.9,5.9,27.8,9.6,10.4,5.1,5.5,3.8,81982,23163,94486,9545,39,(X),(X),(X),(X),(X),686,124,1.6,2.3,0,4.6,3.2,3.7,4.7,3.8,12.5,6.3,15.9,7.7,12,6.9,24.5,10.5,16.8,8,8.9,6.1,100250,20238,108138,13595,(X),(X),32.1,(X),(X),(X),523,109,0,6,0,6,4.2,4.8,3.3,5,10.1,7.3,13.4,7.3,13.6,8.5,25.8,13,19.7,10.4,9.9,7.6,112109,27649,N,N,(X),(X),(X),(X),(X),(X),423,114,5.9,6.7,0,7.4,9.5,8.3,12.1,10.7,8.5,7.6,22.5,16.3,11.1,8,30.5,18.1,0,7.4,0,7.4,55365,17886,68714,14840,(X),(X),(X),(X),50.1,(X)
1400000US36093020700,"Census Tract 207, Schenectady County, New York",1665,207,3.2,2.9,8.6,5.7,16.2,6.5,10.8,5.5,18.3,7.6,18.3,7.4,8.2,4.2,11.9,4.6,3.6,2.9,0.8,1.4,45401,5351,55567,6615,38,(X),(X),(X),(X),(X),1182,172,3.3,4.5,8.8,7.1,14.7,7.6,8.9,5.2,17.1,8.4,17.9,9.5,9.7,5.5,13.3,5.8,5.1,4.1,1.2,1.9,47021,7942,60011,8800,(X),(X),32.2,(X),(X),(X),625,130,0,5.1,1.1,1.7,12.6,10.1,9,7.3,19.5,12.5,16.3,10.7,15,10.1,15.7,9.1,8.5,7.7,2.2,3.7,58819,17653,N,N,(X),(X),(X),(X),(X),(X),483,126,9.3,8.8,8.3,7.6,21.7,11.9,13.7,12.2,14.9,10.5,19,10.1,5.2,5.3,7.9,6.5,0,6.5,0,6.5,32259,14183,41056,7873,(X),(X),(X),(X),38.9,(X)
1400000US36093020800,"Census Tract 208, Schenectady County, New York",1247,201,9.9,5.4,16.3,8.8,16,7.5,10,5.9,14,6.2,21.3,8.5,5.5,3.8,6.1,4,1,1.5,0,2.6,32193,7373,40872,5714,48.4,(X),(X),(X),(X),(X),584,142,6.3,6,12.5,11.3,7.7,6.2,7.7,6.6,7.4,7.5,39,14.5,7,6.9,10.3,8,2.1,3.2,0,5.4,52450,13758,55682,10855,(X),(X),54.3,(X),(X),(X),244,94,0,12.5,0,12.5,5.3,7.7,0,12.5,9.4,13.4,52.9,20.8,16.8,16.6,10.7,11.1,4.9,7.6,0,12.5,70509,6580,N,N,(X),(X),(X),(X),(X),(X),663,162,13.1,10.4,19.6,12.9,23.4,13.9,13.6,9.9,21.4,11.3,6.5,7.2,0,4.8,2.4,3.2,0,4.8,0,4.8,21046,9285,26046,4980,(X),(X),(X),(X),41.3,(X)
1400000US36093020900,"Census Tract 209, Schenectady County, New York",975,170,22.4,9.2,0.7,1.2,16.6,10.9,15,7.9,10.2,5.5,20.3,10,7.8,7.1,7.1,9.6,0,3.3,0,3.3,28861,13683,40076,11413,54.6,(X),(X),(X),(X),(X),612,147,6.5,7.6,0,5.2,17.5,13.7,17,10.1,9.5,7.6,25.8,12.7,12.4,11.2,11.3,14.7,0,5.2,0,5.2,49500,18838,52361,15642,(X),(X),61.1,(X),(X),(X),188,106,0,15.8,0,15.8,0,15.8,25.5,20.5,13.8,15,17,21.3,6.9,11,36.7,37.4,0,15.8,0,15.8,-,**,N,N,(X),(X),(X),(X),(X),(X),363,158,49,19.4,1.9,3.5,17.4,17.4,9.4,13.7,11.3,11.3,11,12.9,0,8.6,0,8.6,0,8.6,0,8.6,-,**,19116,7096,(X),(X),(X),(X),43.5,(X)
1400000US36093021001,"Census Tract 210.01, Schenectady County, New York",342,60,26.3,11,4.4,4.3,14.6,6.9,19,9.2,15.8,8,9.6,8.6,5.6,4.4,4.7,4.8,0,9.1,0,9.1,30076,8362,33919,7611,34.2,(X),(X),(X),(X),(X),21,16,0,64.7,0,64.7,0,64.7,0,64.7,0,64.7,28.6,38.6,71.4,38.6,0,64.7,0,64.7,0,64.7,80938,3866,79233,5892,(X),(X),0,(X),(X),(X),21,16,0,64.7,0,64.7,0,64.7,0,64.7,0,64.7,28.6,38.6,71.4,38.6,0,64.7,0,64.7,0,64.7,80938,3866,N,N,(X),(X),(X),(X),(X),(X),321,57,28,11.8,4.7,4.5,15.6,7.2,20.2,10,16.8,8.4,8.4,8.7,1.2,2,5,5.1,0,9.6,0,9.6,25917,9719,30955,7973,(X),(X),(X),(X),36.4,(X)
